@relation letter-recognition-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute lettr {T,I,D,N,G,S,B,A,J,M,X,O,R,F,C,H,W,L,P,E,V,Y,Q,U,K,Z}
@attribute ' x_box' numeric
@attribute ' y_box' numeric
@attribute ' width' numeric
@attribute ' high' numeric
@attribute ' onpix' numeric
@attribute ' x_bar' numeric
@attribute ' y_bar' numeric
@attribute ' x2bar' numeric
@attribute ' y2bar' numeric
@attribute ' xybar' numeric
@attribute ' x2ybr' numeric
@attribute ' xy2br' numeric
@attribute ' x_ege' numeric
@attribute ' xegvy' numeric
@attribute ' y_ege' numeric
@attribute ' yegvx' numeric

@data
F,0.133333,0.133333,0.2,0.2,0.133333,0.333333,0.733333,0.2,0.333333,0.733333,0.6,0.333333,0.066667,0.666667,0.2,6
H,0.133333,0.2,0.2,0.133333,0.133333,0.466667,0.466667,0.4,0.333333,0.466667,0.4,0.533333,0.2,0.533333,0.133333,7
U,0.266667,0.533333,0.266667,0.4,0.2,0.466667,0.4,0.733333,0.266667,0.466667,0.866667,0.533333,0.2,0.6,0,8
Z,0.133333,0.066667,0.2,0.133333,0.133333,0.466667,0.466667,0.333333,0.6,0.4,0.4,0.533333,0.133333,0.533333,0.466667,8
Z,0.333333,0.6,0.4,0.466667,0.333333,0.466667,0.466667,0.333333,0.666667,0.466667,0.4,0.533333,0.066667,0.533333,0.466667,8
M,0.266667,0.4,0.333333,0.266667,0.2,0.533333,0.466667,0.8,0.066667,0.4,0.6,0.533333,0.533333,0.4,0,8
D,0.4,0.666667,0.533333,0.466667,0.333333,0.6,0.466667,0.333333,0.533333,0.666667,0.2,0.333333,0.2,0.533333,0.266667,8
C,0.4,0.733333,0.533333,0.6,0.4,0.466667,0.533333,0.533333,0.4,0.266667,0.466667,0.8,0.333333,0.4,0.266667,8
C,0.2,0.333333,0.266667,0.466667,0.133333,0.333333,0.466667,0.466667,0.666667,0.466667,0.333333,0.933333,0.066667,0.533333,0.266667,9
G,0.4,0.666667,0.533333,0.533333,0.533333,0.466667,0.666667,0.4,0.2,0.333333,0.4,0.666667,0.266667,0.466667,0.466667,7
B,0.2,0.333333,0.2,0.2,0.2,0.466667,0.466667,0.333333,0.333333,0.4,0.4,0.4,0.133333,0.533333,0.4,10
E,0.266667,0.466667,0.4,0.333333,0.266667,0.6,0.466667,0.133333,0.466667,0.733333,0.333333,0.533333,0.2,0.6,0.266667,11
F,0.266667,0.466667,0.4,0.333333,0.2,0.4,0.666667,0.066667,0.4,0.866667,0.466667,0.333333,0.066667,0.666667,0.133333,8
G,0.266667,0.6,0.4,0.4,0.133333,0.466667,0.4,0.466667,0.6,0.466667,0.333333,0.733333,0.066667,0.533333,0.333333,10
O,0.333333,0.666667,0.466667,0.533333,0.333333,0.466667,0.4,0.6,0.266667,0.466667,0.333333,0.6,0.2,0.6,0.266667,6
M,0.333333,0.333333,0.533333,0.2,0.266667,0.666667,0.4,0.2,0.333333,0.6,0.333333,0.466667,0.666667,0.4,0.133333,8
R,0.333333,0.466667,0.466667,0.333333,0.266667,0.6,0.533333,0.266667,0.466667,0.6,0.2,0.466667,0.2,0.4,0.266667,11
M,0.4,0.666667,0.666667,0.533333,0.866667,0.6,0.4,0.2,0.133333,0.533333,0.266667,0.533333,0.733333,0.466667,0.2,7
M,0.266667,0.333333,0.466667,0.2,0.266667,0.333333,0.466667,0.2,0.266667,0.666667,0.666667,0.666667,0.6,0.466667,0.2,8
V,0.066667,0.2,0.2,0.066667,0.066667,0.466667,0.8,0.133333,0.133333,0.466667,0.666667,0.533333,0.133333,0.666667,0.066667,8
Y,0.466667,0.6,0.533333,0.466667,0.266667,0.2,0.666667,0.133333,0.466667,0.666667,0.8,0.466667,0.133333,0.733333,0.133333,6
T,0.466667,0.8,0.4,0.4,0.266667,0.333333,0.733333,0.133333,0.466667,0.8,0.466667,0.333333,0.133333,0.6,0.333333,4
V,0.133333,0,0.2,0.066667,0,0.533333,0.6,0.266667,0.133333,0.4,0.866667,0.533333,0.133333,0.666667,0,8
W,0.333333,0.4,0.333333,0.266667,0.266667,0.266667,0.666667,0.2,0.133333,0.6,0.6,0.466667,0.466667,0.733333,0.133333,6
G,0.266667,0.6,0.333333,0.466667,0.4,0.6,0.333333,0.333333,0.133333,0.466667,0.4,0.666667,0.466667,0.533333,0.333333,10
T,0.266667,0.533333,0.333333,0.4,0.266667,0.4,0.466667,0.533333,0.4,0.4,0.4,0.533333,0.266667,0.6,0.4,10
C,0.133333,0.466667,0.2,0.333333,0.066667,0.333333,0.466667,0.4,0.533333,0.4,0.4,0.8,0.066667,0.466667,0.266667,9
D,0.133333,0.2,0.266667,0.133333,0.133333,0.533333,0.466667,0.333333,0.4,0.6,0.333333,0.333333,0.133333,0.533333,0.2,7
P,0.266667,0.6,0.266667,0.266667,0.2,0.533333,0.6,0.2,0.2,0.733333,0.333333,0.333333,0.266667,0.733333,0.333333,7
V,0.2,0.533333,0.333333,0.4,0.133333,0.4,0.733333,0.133333,0.266667,0.533333,0.8,0.533333,0.133333,0.666667,0.066667,8
L,0.266667,0.533333,0.333333,0.4,0.2,0.133333,0.266667,0.133333,0.533333,0.133333,0,0.6,0,0.466667,0.066667,6
P,0.333333,0.333333,0.333333,0.466667,0.2,0.266667,0.866667,0.6,0.133333,0.666667,0.4,0.2,0.066667,0.666667,0.266667,8
S,0.333333,0.666667,0.466667,0.533333,0.333333,0.466667,0.466667,0.266667,0.466667,0.666667,0.6,0.6,0.2,0.6,0.333333,6
P,0.4,0.8,0.4,0.4,0.266667,0.4,0.666667,0.2,0.266667,0.8,0.4,0.266667,0.2,0.733333,0.333333,6
G,0.266667,0.533333,0.333333,0.4,0.266667,0.533333,0.466667,0.466667,0.4,0.4,0.4,0.6,0.133333,0.466667,0.333333,11
G,0.333333,0.666667,0.4,0.466667,0.2,0.533333,0.466667,0.533333,0.533333,0.4,0.466667,0.6,0.133333,0.466667,0.333333,10
V,0.2,0.466667,0.266667,0.333333,0.133333,0.333333,0.733333,0.2,0.2,0.6,0.733333,0.533333,0.133333,0.733333,0.066667,8
L,0.2,0.133333,0.266667,0.266667,0.133333,0.266667,0.266667,0.333333,0.533333,0.133333,0.066667,0.4,0,0.466667,0.066667,6
Y,0.466667,0.6,0.466667,0.466667,0.2,0.333333,0.6,0.066667,0.6,0.6,0.666667,0.333333,0.066667,0.733333,0.266667,3
L,0.266667,0.666667,0.4,0.533333,0.266667,0.466667,0.266667,0.066667,0.466667,0.533333,0.133333,0.666667,0.066667,0.4,0.2,8
X,0.133333,0.2,0.2,0.133333,0.133333,0.466667,0.466667,0.2,0.533333,0.4,0.4,0.533333,0.133333,0.533333,0.333333,8
K,0.4,0.6,0.6,0.466667,0.6,0.4,0.533333,0.333333,0.266667,0.466667,0.333333,0.533333,0.266667,0.4,0.666667,9
A,0.4,0.533333,0.533333,0.466667,0.466667,0.533333,0.466667,0.266667,0.4,0.466667,0.6,0.4,0.333333,0.733333,0.266667,5
Q,0.333333,0.533333,0.333333,0.6,0.466667,0.533333,0.4,0.466667,0.266667,0.6,0.466667,0.533333,0.266667,0.6,0.333333,7
X,0.333333,0.666667,0.533333,0.533333,0.333333,0.466667,0.466667,0.266667,0.666667,0.4,0.4,0.533333,0.2,0.533333,0.466667,8
E,0.133333,0.333333,0.266667,0.2,0.133333,0.466667,0.466667,0.133333,0.533333,0.733333,0.466667,0.6,0.133333,0.6,0.266667,8
G,0.266667,0.533333,0.4,0.4,0.2,0.533333,0.533333,0.533333,0.533333,0.4,0.466667,0.533333,0.133333,0.466667,0.4,11
F,0.266667,0.533333,0.333333,0.4,0.333333,0.4,0.6,0.333333,0.266667,0.533333,0.4,0.533333,0.333333,0.666667,0.4,12
R,0.133333,0.2,0.133333,0.133333,0.133333,0.466667,0.466667,0.266667,0.333333,0.4,0.333333,0.4,0.133333,0.466667,0.266667,8
S,0.333333,0.666667,0.4,0.533333,0.533333,0.533333,0.533333,0.333333,0.2,0.533333,0.333333,0.466667,0.333333,0.6,0.8,8
K,0.4,0.733333,0.533333,0.533333,0.333333,0.266667,0.466667,0.133333,0.466667,0.666667,0.6,0.733333,0.266667,0.466667,0.266667,6
B,0.4,0.6,0.533333,0.4,0.466667,0.6,0.466667,0.266667,0.4,0.6,0.333333,0.4,0.2,0.466667,0.4,10
R,0.133333,0.2,0.2,0.133333,0.133333,0.6,0.466667,0.2,0.266667,0.666667,0.266667,0.466667,0.133333,0.466667,0.2,10
L,0.266667,0.666667,0.333333,0.533333,0.266667,0.466667,0.266667,0.133333,0.533333,0.466667,0.133333,0.533333,0.066667,0.4,0.2,8
V,0.4,0.733333,0.533333,0.6,0.266667,0.533333,0.6,0.333333,0.133333,0.4,0.866667,0.533333,0.2,0.666667,0,8
R,0.4,0.6,0.6,0.533333,0.666667,0.6,0.466667,0.266667,0.266667,0.533333,0.266667,0.466667,0.533333,0.666667,0.466667,4
I,0.066667,0.066667,0.066667,0.2,0.066667,0.533333,0.466667,0.066667,0.466667,0.466667,0.4,0.466667,0,0.533333,0.133333,7
M,0.2,0.2,0.266667,0.133333,0.133333,0.6,0.4,0.466667,0.2,0.4,0.466667,0.4,0.4,0.4,0.066667,5
P,0.066667,0.066667,0.133333,0.066667,0.066667,0.333333,0.733333,0.533333,0.133333,0.6,0.4,0.266667,0.066667,0.6,0.2,8
D,0.2,0.466667,0.266667,0.333333,0.266667,0.533333,0.533333,0.4,0.333333,0.6,0.4,0.266667,0.2,0.533333,0.2,6
D,0.333333,0.733333,0.533333,0.533333,0.466667,0.666667,0.4,0.2,0.4,0.733333,0.266667,0.466667,0.266667,0.533333,0.266667,9
O,0.133333,0.2,0.2,0.133333,0.066667,0.533333,0.466667,0.4,0.266667,0.6,0.4,0.533333,0.133333,0.533333,0.133333,8
V,0.2,0.733333,0.333333,0.533333,0.133333,0.6,0.533333,0.266667,0.2,0.4,0.933333,0.533333,0.2,0.666667,0,8
X,0.133333,0.133333,0.266667,0.266667,0.133333,0.466667,0.466667,0.2,0.6,0.4,0.4,0.533333,0.133333,0.533333,0.4,7
T,0.533333,0.8,0.466667,0.4,0.266667,0.333333,0.733333,0.133333,0.466667,0.8,0.466667,0.333333,0.133333,0.466667,0.266667,4
J,0.2,0.666667,0.266667,0.533333,0.266667,0.6,0.4,0.133333,0.333333,0.733333,0.266667,0.6,0.066667,0.4,0.133333,6
F,0.133333,0.266667,0.266667,0.2,0.066667,0.333333,0.8,0.2,0.333333,0.866667,0.466667,0.2,0.066667,0.666667,0.066667,6
I,0,0,0,0.066667,0,0.466667,0.466667,0.266667,0.266667,0.466667,0.4,0.533333,0,0.533333,0,8
L,0.266667,0.733333,0.333333,0.533333,0.2,0.2,0.2,0.333333,0.6,0.066667,0,0.466667,0,0.466667,0.066667,6
E,0.133333,0.333333,0.266667,0.2,0.133333,0.4,0.533333,0.133333,0.533333,0.733333,0.466667,0.6,0.133333,0.533333,0.266667,8
R,0.2,0.066667,0.2,0.133333,0.133333,0.466667,0.533333,0.333333,0.333333,0.466667,0.333333,0.466667,0.133333,0.4,0.266667,8
S,0.2,0.4,0.333333,0.266667,0.333333,0.4,0.333333,0.2,0.133333,0.4,0.333333,0.4,0.133333,0.533333,0.466667,4
R,0.2,0.4,0.333333,0.266667,0.2,0.666667,0.466667,0.2,0.333333,0.733333,0.133333,0.4,0.2,0.466667,0.133333,10
V,0.133333,0.2,0.2,0.133333,0.066667,0.333333,0.8,0.266667,0.2,0.666667,0.733333,0.466667,0.133333,0.666667,0,8
P,0.266667,0.533333,0.4,0.4,0.333333,0.4,0.466667,0.333333,0.266667,0.466667,0.4,0.6,0.333333,0.533333,0.4,10
L,0.133333,0.533333,0.266667,0.4,0.2,0.466667,0.266667,0.066667,0.4,0.533333,0.133333,0.6,0.066667,0.4,0.133333,8
F,0.266667,0.6,0.333333,0.466667,0.333333,0.4,0.533333,0.4,0.266667,0.533333,0.4,0.533333,0.2,0.733333,0.533333,10
N,0.2,0.466667,0.266667,0.333333,0.2,0.6,0.533333,0.4,0.266667,0.4,0.333333,0.333333,0.333333,0.6,0.133333,6
X,0.2,0.266667,0.333333,0.2,0.133333,0.666667,0.466667,0.133333,0.533333,0.666667,0.2,0.466667,0.133333,0.466667,0.2,9
Q,0.2,0.333333,0.266667,0.4,0.266667,0.533333,0.466667,0.466667,0.2,0.333333,0.466667,0.666667,0.2,0.533333,0.333333,10
A,0.266667,0.6,0.4,0.4,0.133333,0.466667,0.4,0.2,0.066667,0.466667,0,0.533333,0.2,0.466667,0.133333,8
N,0.4,0.666667,0.6,0.533333,0.6,0.4,0.533333,0.2,0.333333,0.533333,0.466667,0.466667,0.6,0.533333,0.533333,4
X,0.466667,0.733333,0.533333,0.4,0.266667,0.466667,0.533333,0.133333,0.533333,0.733333,0.466667,0.533333,0.333333,0.733333,0.266667,7
R,0.333333,0.666667,0.466667,0.533333,0.4,0.466667,0.533333,0.4,0.333333,0.533333,0.333333,0.6,0.266667,0.4,0.4,12
Y,0.333333,0.4,0.266667,0.6,0.2,0.6,0.6,0.133333,0.2,0.4,0.666667,0.333333,0.2,0.666667,0.333333,8
M,0.266667,0.4,0.466667,0.266667,0.333333,0.266667,0.466667,0.2,0.266667,0.733333,0.666667,0.666667,0.333333,0.466667,0.133333,6
S,0.2,0.466667,0.266667,0.333333,0.133333,0.533333,0.466667,0.333333,0.6,0.333333,0.4,0.533333,0,0.533333,0.6,7
J,0.133333,0.266667,0.266667,0.2,0.066667,0.533333,0.4,0.2,0.4,0.933333,0.4,0.666667,0,0.466667,0,7
B,0.266667,0.533333,0.333333,0.4,0.4,0.4,0.466667,0.533333,0.333333,0.466667,0.4,0.466667,0.133333,0.533333,0.466667,9
N,0.466667,0.6,0.6,0.466667,0.266667,0.466667,0.533333,0.2,0.333333,0.666667,0.466667,0.466667,0.4,0.6,0.066667,7
Q,0.466667,0.8,0.466667,0.4,0.266667,0.733333,0.2,0.266667,0.333333,0.8,0.2,0.6,0.2,0.6,0.466667,12
Y,0.133333,0.266667,0.2,0.2,0.066667,0.266667,0.666667,0.133333,0.4,0.666667,0.666667,0.4,0.066667,0.733333,0.133333,5
Z,0.2,0.466667,0.266667,0.333333,0.2,0.466667,0.466667,0.2,0.733333,0.6,0.4,0.533333,0,0.533333,0.466667,8
C,0.2,0.4,0.266667,0.266667,0.133333,0.4,0.533333,0.533333,0.533333,0.6,0.533333,0.866667,0.133333,0.666667,0.266667,9
C,0.2,0.133333,0.266667,0.266667,0.133333,0.4,0.533333,0.466667,0.533333,0.533333,0.533333,0.933333,0.066667,0.6,0.266667,10
W,0.133333,0,0.133333,0,0.066667,0.466667,0.533333,0.266667,0,0.466667,0.533333,0.533333,0.4,0.6,0,8
R,0.066667,0,0.133333,0.066667,0.066667,0.4,0.6,0.466667,0.2,0.466667,0.333333,0.466667,0.133333,0.466667,0.266667,10
P,0.266667,0.4,0.4,0.266667,0.266667,0.6,0.466667,0.133333,0.4,0.866667,0.333333,0.4,0.066667,0.666667,0.2,10
P,0.333333,0.533333,0.4,0.4,0.333333,0.266667,0.733333,0.266667,0.333333,0.733333,0.6,0.266667,0,0.666667,0.266667,7
D,0.333333,0.533333,0.4,0.4,0.266667,0.533333,0.533333,0.466667,0.466667,0.666667,0.333333,0.266667,0.2,0.533333,0.266667,8
B,0.266667,0.533333,0.333333,0.4,0.333333,0.533333,0.533333,0.266667,0.266667,0.466667,0.333333,0.466667,0.266667,0.533333,0.333333,7
Q,0.266667,0.4,0.333333,0.533333,0.333333,0.466667,0.533333,0.333333,0.2,0.466667,0.6,0.733333,0.2,0.533333,0.4,8
B,0.266667,0.466667,0.333333,0.333333,0.333333,0.466667,0.466667,0.466667,0.4,0.466667,0.4,0.466667,0.133333,0.533333,0.4,10
S,0.066667,0.2,0.2,0.133333,0.066667,0.533333,0.533333,0.133333,0.4,0.666667,0.4,0.533333,0.066667,0.533333,0.333333,8
O,0.4,0.8,0.266667,0.4,0.2,0.4,0.533333,0.333333,0.333333,0.6,0.333333,0.4,0.333333,0.6,0.333333,8
H,0.333333,0.733333,0.466667,0.533333,0.466667,0.4,0.4,0.4,0.333333,0.4,0.333333,0.533333,0.4,0.4,0.466667,10
I,0.066667,0.266667,0.133333,0.2,0.066667,0.466667,0.466667,0,0.466667,0.866667,0.4,0.533333,0,0.533333,0.066667,8
I,0.333333,0.533333,0.4,0.4,0.2,0.466667,0.333333,0.133333,0.466667,0.466667,0.466667,0.6,0.066667,0.666667,0.266667,8
G,0.133333,0.066667,0.133333,0.133333,0.066667,0.533333,0.4,0.4,0.4,0.4,0.333333,0.666667,0.066667,0.466667,0.333333,10
W,0.2,0.2,0.333333,0.333333,0.2,0.466667,0.533333,0.266667,0.066667,0.466667,0.533333,0.533333,0.533333,0.666667,0,8
A,0.066667,0.066667,0.133333,0.066667,0,0.466667,0.266667,0.133333,0,0.466667,0.133333,0.533333,0.133333,0.466667,0.066667,8
J,0.133333,0.4,0.133333,0.266667,0.066667,1,0.266667,0.2,0.333333,0.8,0.066667,0.466667,0,0.533333,0,8
Q,0.333333,0.466667,0.466667,0.666667,0.733333,0.533333,0.4,0.333333,0.133333,0.4,0.4,0.533333,0.733333,0.8,0.666667,15
L,0.066667,0.266667,0.133333,0.2,0.066667,0.466667,0.266667,0.066667,0.466667,0.466667,0.133333,0.666667,0,0.466667,0.133333,8
I,0,0.4,0,0.266667,0,0.466667,0.466667,0.266667,0.266667,0.466667,0.4,0.533333,0,0.533333,0,8
D,0.466667,0.733333,0.666667,0.533333,0.4,0.533333,0.466667,0.466667,0.533333,0.6,0.333333,0.266667,0.266667,0.533333,0.4,11
N,0.533333,1,0.666667,0.533333,0.333333,0.8,0.333333,0.133333,0.333333,0.8,0.2,0.466667,0.333333,0.4,0,8
I,0.066667,0.2,0.066667,0.266667,0.066667,0.466667,0.466667,0,0.466667,0.466667,0.4,0.533333,0,0.533333,0.133333,8
U,0.2,0.333333,0.266667,0.2,0.133333,0.333333,0.533333,0.333333,0.466667,0.666667,0.6,0.6,0.2,0.6,0.133333,6
I,0.066667,0.333333,0.133333,0.266667,0.066667,0.466667,0.466667,0,0.466667,0.866667,0.4,0.533333,0,0.533333,0.066667,7
D,0.333333,0.6,0.533333,0.4,0.4,0.6,0.533333,0.266667,0.4,0.733333,0.333333,0.333333,0.266667,0.466667,0.266667,9
E,0.2,0.4,0.333333,0.266667,0.266667,0.533333,0.466667,0.333333,0.133333,0.466667,0.4,0.6,0.266667,0.533333,0.466667,10
G,0.4,0.533333,0.533333,0.466667,0.533333,0.466667,0.533333,0.333333,0.2,0.466667,0.466667,0.6,0.466667,0.733333,0.466667,8
V,0.266667,0.466667,0.333333,0.333333,0.133333,0.6,0.8,0.133333,0.2,0.266667,0.733333,0.6,0.2,0.8,0.066667,7
S,0.2,0.333333,0.2,0.266667,0.133333,0.533333,0.466667,0.466667,0.333333,0.466667,0.4,0.466667,0.133333,0.533333,0.6,8
R,0.2,0.4,0.333333,0.266667,0.266667,0.533333,0.6,0.266667,0.333333,0.533333,0.266667,0.533333,0.2,0.333333,0.266667,11
E,0.133333,0.2,0.2,0.066667,0.066667,0.4,0.533333,0.133333,0.466667,0.733333,0.466667,0.533333,0.066667,0.533333,0.266667,8
M,0.333333,0.6,0.333333,0.4,0.4,0.533333,0.333333,0.733333,0,0.4,0.533333,0.533333,0.533333,0.4,0.066667,6
Y,0.4,0.466667,0.4,0.333333,0.2,0.266667,0.6,0.066667,0.533333,0.666667,0.666667,0.4,0.066667,0.666667,0.2,4
I,0.2,0.466667,0.266667,0.333333,0.133333,0.466667,0.466667,0,0.533333,0.933333,0.4,0.533333,0,0.533333,0.066667,8
E,0.333333,0.666667,0.466667,0.533333,0.333333,0.666667,0.466667,0.133333,0.6,0.733333,0.2,0.533333,0.2,0.533333,0.333333,12
Q,0.333333,0.466667,0.4,0.6,0.4,0.533333,0.333333,0.533333,0.266667,0.4,0.333333,0.6,0.266667,0.533333,0.4,9
Z,0.066667,0.2,0.133333,0.133333,0.066667,0.466667,0.466667,0.333333,0.533333,0.4,0.4,0.533333,0.133333,0.533333,0.4,8
S,0.133333,0.4,0.2,0.266667,0.133333,0.6,0.6,0.333333,0.6,0.333333,0.333333,0.333333,0,0.466667,0.533333,8
W,0.466667,0.733333,0.466667,0.533333,0.466667,0.133333,0.666667,0.133333,0.2,0.666667,0.666667,0.533333,0.466667,0.733333,0.066667,7
G,0.333333,0.733333,0.266667,0.4,0.2,0.533333,0.466667,0.333333,0.2,0.6,0.4,0.466667,0.2,0.6,0.533333,8
T,0.333333,0.466667,0.4,0.333333,0.2,0.266667,0.866667,0.266667,0.333333,0.8,0.6,0.266667,0.133333,0.8,0.133333,5
Q,0.333333,0.6,0.466667,0.733333,0.466667,0.533333,0.466667,0.533333,0.266667,0.333333,0.4,0.666667,0.2,0.533333,0.466667,10
X,0.266667,0.4,0.333333,0.333333,0.333333,0.4,0.533333,0.133333,0.266667,0.533333,0.466667,0.6,0.133333,0.533333,0.466667,8
A,0.2,0.466667,0.333333,0.333333,0.2,0.733333,0.2,0.133333,0.133333,0.6,0.066667,0.6,0.2,0.333333,0.133333,8
A,0.133333,0.4,0.266667,0.266667,0.133333,0.666667,0.2,0.066667,0.133333,0.533333,0.2,0.6,0.133333,0.4,0.133333,8
W,0.266667,0.333333,0.4,0.533333,0.266667,0.266667,0.533333,0.333333,0.133333,0.466667,0.533333,0.533333,0.533333,0.666667,0,8
A,0.133333,0.333333,0.266667,0.266667,0.133333,0.466667,0.133333,0.133333,0.133333,0.4,0.133333,0.533333,0.133333,0.466667,0.133333,7
Y,0.2,0.533333,0.333333,0.4,0.133333,0.333333,0.666667,0.066667,0.2,0.533333,0.733333,0.533333,0.066667,0.733333,0,8
L,0.266667,0.6,0.333333,0.4,0.266667,0.4,0.266667,0.266667,0.533333,0.2,0.133333,0.333333,0.266667,0.4,0.133333,5
Z,0.4,0.466667,0.266667,0.733333,0.266667,0.533333,0.333333,0.266667,0.266667,0.733333,0.4,0.533333,0.2,0.6,0.666667,8
B,0.133333,0.066667,0.2,0.066667,0.133333,0.466667,0.466667,0.333333,0.333333,0.466667,0.4,0.4,0.066667,0.533333,0.333333,9
X,0.266667,0.333333,0.466667,0.266667,0.2,0.6,0.4,0.066667,0.6,0.666667,0.266667,0.466667,0.133333,0.533333,0.2,8
E,0.2,0.533333,0.266667,0.4,0.266667,0.4,0.466667,0.4,0.533333,0.466667,0.4,0.666667,0.2,0.533333,0.4,8
J,0.133333,0.666667,0.2,0.533333,0.066667,0.8,0.2,0.666667,0.2,0.866667,0.4,0.866667,0.066667,0.4,0,8
G,0.266667,0.533333,0.4,0.4,0.4,0.533333,0.333333,0.266667,0.2,0.466667,0.333333,0.733333,0.4,0.533333,0.266667,11
X,0.333333,0.666667,0.4,0.533333,0.266667,0.466667,0.466667,0.266667,0.266667,0.466667,0.4,0.466667,0.2,0.533333,0.266667,8
G,0.266667,0.6,0.333333,0.466667,0.4,0.466667,0.466667,0.4,0.133333,0.466667,0.4,0.733333,0.266667,0.6,0.533333,7
Q,0.266667,0.333333,0.333333,0.466667,0.2,0.6,0.466667,0.533333,0.4,0.4,0.4,0.666667,0.2,0.533333,0.333333,9
Q,0.266667,0.333333,0.333333,0.466667,0.2,0.6,0.533333,0.533333,0.4,0.333333,0.533333,0.666667,0.2,0.533333,0.333333,9
Y,0.533333,0.866667,0.4,0.466667,0.266667,0.6,0.466667,0.333333,0.4,0.6,0.333333,0.266667,0.266667,0.666667,0.4,5
U,0.266667,0.6,0.266667,0.4,0.133333,0.533333,0.333333,0.933333,0.333333,0.4,0.933333,0.533333,0.2,0.6,0,8
I,0.4,0.8,0.4,0.466667,0.266667,0.6,0.533333,0.133333,0.333333,0.733333,0.333333,0.4,0.2,0.6,0.4,11
A,0.133333,0.466667,0.266667,0.333333,0.2,0.733333,0.133333,0.133333,0.133333,0.6,0.133333,0.6,0.133333,0.4,0.133333,7
W,0.533333,0.533333,0.533333,0.4,0.333333,0.2,0.666667,0.2,0.266667,0.733333,0.666667,0.533333,0.533333,0.666667,0.133333,6
Z,0.266667,0.266667,0.266667,0.4,0.133333,0.466667,0.466667,0.266667,0.933333,0.6,0.4,0.533333,0,0.533333,0.533333,8
O,0.333333,0.666667,0.4,0.466667,0.2,0.533333,0.533333,0.6,0.533333,0.466667,0.466667,0.533333,0.2,0.533333,0.266667,8
X,0.266667,0.533333,0.4,0.4,0.2,0.6,0.466667,0.066667,0.533333,0.666667,0.133333,0.466667,0.2,0.533333,0.266667,9
T,0.266667,0.666667,0.4,0.466667,0.133333,0.533333,1,0.066667,0.4,0.466667,0.733333,0.533333,0,0.533333,0,8
O,0.533333,0.933333,0.333333,0.533333,0.266667,0.4,0.4,0.4,0.2,0.6,0.466667,0.6,0.333333,0.6,0.333333,8
H,0.133333,0,0.133333,0,0,0.466667,0.533333,0.733333,0.066667,0.466667,0.333333,0.533333,0.2,0.533333,0,8
V,0.4,0.733333,0.6,0.533333,0.333333,0.466667,0.733333,0.2,0.133333,0.4,0.733333,0.6,0.2,0.666667,0.2,9
E,0.133333,0.2,0.2,0.333333,0.133333,0.2,0.466667,0.4,0.666667,0.466667,0.4,1,0,0.533333,0.466667,8
K,0.066667,0,0.066667,0,0,0.266667,0.4,0.4,0.133333,0.466667,0.4,0.733333,0.2,0.466667,0.133333,10
O,0.4,0.666667,0.466667,0.533333,0.2,0.466667,0.6,0.6,0.6,0.466667,0.533333,0.533333,0.2,0.533333,0.266667,8
W,0.266667,0.2,0.333333,0.333333,0.2,0.533333,0.533333,0.333333,0.066667,0.466667,0.533333,0.533333,0.533333,0.6,0,8
D,0.266667,0.666667,0.4,0.533333,0.266667,0.6,0.466667,0.333333,0.466667,0.6,0.266667,0.266667,0.2,0.533333,0.266667,8
P,0.4,0.666667,0.333333,0.333333,0.2,0.4,0.666667,0.4,0.133333,0.733333,0.333333,0.333333,0.266667,0.666667,0.266667,8
F,0.266667,0.6,0.333333,0.4,0.266667,0.333333,0.666667,0.333333,0.4,0.733333,0.666667,0.333333,0.133333,0.6,0.133333,5
M,0.066667,0,0.133333,0,0.066667,0.466667,0.4,0.6,0,0.466667,0.533333,0.533333,0.333333,0.4,0,8
Y,0.2,0.2,0.266667,0.133333,0.066667,0.266667,0.733333,0.133333,0.466667,0.733333,0.666667,0.333333,0.066667,0.733333,0.133333,5
J,0.133333,0.6,0.2,0.4,0.133333,0.6,0.4,0.133333,0.466667,0.8,0.266667,0.533333,0,0.4,0.133333,6
Q,0.2,0.4,0.266667,0.333333,0.133333,0.6,0.4,0.6,0.4,0.466667,0.333333,0.6,0.2,0.533333,0.266667,8
M,0.533333,0.6,0.733333,0.466667,0.466667,0.4,0.466667,0.2,0.333333,0.6,0.6,0.6,0.533333,0.4,0.133333,8
K,0.333333,0.6,0.4,0.466667,0.466667,0.466667,0.6,0.333333,0.266667,0.466667,0.333333,0.466667,0.333333,0.466667,0.533333,11
T,0.266667,0.6,0.333333,0.466667,0.2,0.333333,0.933333,0.066667,0.4,0.6,0.666667,0.466667,0,0.533333,0,8
Y,0.2,0.4,0.266667,0.266667,0.066667,0.533333,0.733333,0.133333,0.133333,0.333333,0.8,0.533333,0.066667,0.733333,0,8
J,0.2,0.333333,0.266667,0.4,0.266667,0.6,0.6,0.333333,0.4,0.466667,0.333333,0.533333,0.2,0.666667,0.533333,9
J,0.2,0.733333,0.266667,0.533333,0.2,0.6,0.4,0.2,0.466667,0.8,0.266667,0.6,0.066667,0.4,0.133333,6
A,0.4,0.8,0.4,0.4,0.333333,0.6,0.266667,0.333333,0.2,0.666667,0.333333,0.8,0.466667,0.2,0.4,11
